Year,Home,Away,Home_Score,Away_Score,Rank_Home,Team_Home,Conf_Home,Wins_Home,Losses_Home,AdjEM_Home,AdjO_Home,AdjO Rank_Home,AdjD_Home,AdjD Rank_Home,AdjT_Home,AdjT Rank_Home,Luck_Home,Luck Rank_Home,OppAdjEM_Home,OppAdjEM Rank_Home,OppO_Home,OppO Rank_Home,OppD_Home,OppD Rank_Home,NCSOS AdjEM_Home,NCSOS AdjEM Rank_Home,Rank_Away,Team_Away,Conf_Away,Wins_Away,Losses_Away,AdjEM_Away,AdjO_Away,AdjO Rank_Away,AdjD_Away,AdjD Rank_Away,AdjT_Away,AdjT Rank_Away,Luck_Away,Luck Rank_Away,OppAdjEM_Away,OppAdjEM Rank_Away,OppO_Away,OppO Rank_Away,OppD_Away,OppD Rank_Away,NCSOS AdjEM_Away,NCSOS AdjEM Rank_Away
2017,USC,Providence,75,71,53,USC,P12,26,10,13.45,114.2,38,100.7,91,68.7,138,0.079,16,5.49,71,108.8,54,103.3,106,-3.37,255,60,Providence,BE,20,13,12.43,108.5,101,96.0,40,66.2,270,0.013999999999999999,152,7.9,52,109.1,49,101.2,54,-4.48,287
2017,USC,SMU,66,65,53,USC,P12,26,10,13.45,114.2,38,100.7,91,68.7,138,0.079,16,5.49,71,108.8,54,103.3,106,-3.37,255,11,SMU,Amer,30,5,24.73,119.8,10,95.0,27,63.5,333,0.003,183,3.25,88,105.3,117,102.1,70,-0.92,179
2017,USC,Baylor,78,82,53,USC,P12,26,10,13.45,114.2,38,100.7,91,68.7,138,0.079,16,5.49,71,108.8,54,103.3,106,-3.37,255,13,Baylor,B12,27,8,24.23,117.1,23,92.9,16,63.7,328,0.023,126,13.08,5,111.7,6,98.6,6,1.67,110
2017,New Mexico State,Baylor,73,91,84,New Mexico State,WAC,28,6,7.89,110.5,70,102.6,124,67.9,195,0.063,35,-4.52,267,101.0,307,105.6,174,-4.82,295,13,Baylor,B12,27,8,24.23,117.1,23,92.9,16,63.7,328,0.023,126,13.08,5,111.7,6,98.6,6,1.67,110
2017,South Carolina,Baylor,70,50,24,South Carolina,SEC,26,11,20.8,108.9,91,88.1,3,68.6,145,-0.005,197,10.63,24,110.2,31,99.5,17,1.93,96,13,Baylor,B12,27,8,24.23,117.1,23,92.9,16,63.7,328,0.023,126,13.08,5,111.7,6,98.6,6,1.67,110
2017,UC-Davis,North Carolina Central,67,63,218,UC-Davis,BW,23,13,-4.41,97.8,293,102.2,115,68.9,125,0.131,1,-5.31,288,100.8,313,106.1,215,-0.94,181,161,North Carolina Central,MEAC,25,9,0.36,102.2,214,101.9,109,66.7,254,-0.055,304,-12.44,348,97.7,348,110.1,347,-0.66,172
2017,UC-Davis,Kansas,62,100,218,UC-Davis,BW,23,13,-4.41,97.8,293,102.2,115,68.9,125,0.131,1,-5.31,288,100.8,313,106.1,215,-0.94,181,6,Kansas,B12,31,5,27.45,121.9,5,94.5,24,70.2,72,0.067,32,12.43,8,111.2,10,98.8,8,2.39,80
2017,Michigan State,Kansas,70,90,40,Michigan State,B10,20,15,15.51,111.4,58,95.9,37,66.9,241,-0.011000000000000001,214,10.99,18,110.6,21,99.6,20,4.01,51,6,Kansas,B12,31,5,27.45,121.9,5,94.5,24,70.2,72,0.067,32,12.43,8,111.2,10,98.8,8,2.39,80
2017,Purdue,Kansas,66,98,19,Purdue,B10,27,8,23.12,117.0,24,93.9,23,69.1,113,0.016,142,9.0,38,109.6,39,100.6,42,-2.38,224,6,Kansas,B12,31,5,27.45,121.9,5,94.5,24,70.2,72,0.067,32,12.43,8,111.2,10,98.8,8,2.39,80
2017,Oregon,Kansas,74,60,10,Oregon,P12,33,6,25.02,118.2,17,93.2,17,67.0,234,0.034,88,8.05,50,109.2,47,101.2,51,0.51,137,6,Kansas,B12,31,5,27.45,121.9,5,94.5,24,70.2,72,0.067,32,12.43,8,111.2,10,98.8,8,2.39,80
2017,Akron,Houston,78,75,100,Akron,MAC,27,9,6.1,112.6,47,106.4,209,66.3,266,0.084,10,-1.48,176,104.2,166,105.7,181,-5.23,302,52,Houston,Amer,21,11,13.61,113.5,39,99.9,79,65.4,300,-0.032,263,2.32,95,105.0,128,102.7,87,-3.28,250
2017,Akron,Texas-Arlington,69,85,100,Akron,MAC,27,9,6.1,112.6,47,106.4,209,66.3,266,0.084,10,-1.48,176,104.2,166,105.7,181,-5.23,302,75,Texas-Arlington,SB,27,9,9.8,110.6,68,100.8,93,70.6,59,0.038,80,-0.01,134,104.0,181,104.0,121,6.3,31
2017,Cal State Bakersfield,Texas-Arlington,80,76,90,Cal State Bakersfield,WAC,25,10,7.24,100.9,244,93.7,20,67.2,221,0.013999999999999999,153,-0.84,152,103.0,235,103.8,114,-1.22,191,75,Texas-Arlington,SB,27,9,9.8,110.6,68,100.8,93,70.6,59,0.038,80,-0.01,134,104.0,181,104.0,121,6.3,31
2017,Ball State,Purdue-Fort Wayne,80,88,180,Ball State,MAC,21,13,-0.62,104.7,164,105.3,188,71.1,50,0.040999999999999995,73,-3.92,247,103.2,222,107.1,273,-10.95,350,153,Purdue-Fort Wayne,Sum,20,13,0.84,108.8,94,108.0,238,71.6,34,-0.025,251,-3.36,235,105.4,110,108.7,332,-4.33,279
2017,Belmont,Georgia,78,69,83,Belmont,OVC,23,7,8.17,110.8,65,102.7,125,68.0,188,0.069,24,-1.36,170,103.9,188,105.2,156,3.64,57,61,Georgia,SEC,19,15,12.39,108.7,96,96.3,44,67.1,228,0.015,148,10.96,20,109.9,37,99.0,10,4.54,44
2017,Belmont,Georgia Tech,57,71,83,Belmont,OVC,23,7,8.17,110.8,65,102.7,125,68.0,188,0.069,24,-1.36,170,103.9,188,105.2,156,3.64,57,77,Georgia Tech,ACC,21,16,9.0,100.0,259,91.0,6,68.2,179,0.069,26,8.41,43,110.2,32,101.7,66,-5.28,304
2017,Cal State Bakersfield,Georgia Tech,61,76,90,Cal State Bakersfield,WAC,25,10,7.24,100.9,244,93.7,20,67.2,221,0.013999999999999999,153,-0.84,152,103.0,235,103.8,114,-1.22,191,77,Georgia Tech,ACC,21,16,9.0,100.0,259,91.0,6,68.2,179,0.069,26,8.41,43,110.2,32,101.7,66,-5.28,304
2017,UC-Irvine,Illinois State,71,85,139,UC-Irvine,BW,21,15,1.86,101.8,222,100.0,81,66.5,258,-0.011000000000000001,212,-3.29,231,102.4,264,105.7,180,6.93,23,49,Illinois State,MVC,28,7,14.0,107.6,115,93.6,19,64.9,308,0.081,15,0.99,113,104.5,156,103.5,109,-0.69,173
2017,UCF,Illinois State,63,62,68,UCF,Amer,24,12,10.91,104.2,178,93.3,18,66.0,276,0.022000000000000002,129,2.82,91,105.4,108,102.6,80,-6.71,332,49,Illinois State,MVC,28,7,14.0,107.6,115,93.6,19,64.9,308,0.081,15,0.99,113,104.5,156,103.5,109,-0.69,173
2017,Colorado,UCF,74,79,72,Colorado,P12,19,15,10.3,112.6,45,102.3,116,67.7,202,-0.05,295,5.25,73,107.7,69,102.4,77,-0.92,180,68,UCF,Amer,24,12,10.91,104.2,178,93.3,18,66.0,276,0.022000000000000002,129,2.82,91,105.4,108,102.6,80,-6.71,332
2017,TCU,UCF,68,53,29,TCU,B12,24,15,17.51,114.5,37,97.0,50,67.1,230,-0.008,203,11.28,15,110.6,23,99.3,13,-3.16,245,68,UCF,Amer,24,12,10.91,104.2,178,93.3,18,66.0,276,0.022000000000000002,129,2.82,91,105.4,108,102.6,80,-6.71,332
2017,Illinois,UCF,58,68,66,Illinois,B10,20,15,11.31,107.2,123,95.8,35,66.7,249,0.027999999999999997,105,8.41,44,109.6,40,101.2,53,-0.16,158,68,UCF,Amer,24,12,10.91,104.2,178,93.3,18,66.0,276,0.022000000000000002,129,2.82,91,105.4,108,102.6,80,-6.71,332
2017,Eastern Washington,Wyoming,81,91,186,Eastern Washington,BSky,22,12,-1.25,109.6,82,110.8,296,66.7,256,0.08199999999999999,12,-5.14,281,103.0,233,108.2,318,2.16,88,127,Wyoming,MWC,23,15,2.78,104.8,163,102.0,111,72.9,14,-0.004,196,-1.08,158,104.1,176,105.2,152,-2.1,217
2017,Utah Valley,Wyoming,68,74,147,Utah Valley,WAC,17,17,1.25,101.0,240,99.7,75,73.0,13,-0.085,336,-1.13,161,102.6,255,103.8,113,1.42,116,127,Wyoming,MWC,23,15,2.78,104.8,163,102.0,111,72.9,14,-0.004,196,-1.08,158,104.1,176,105.2,152,-2.1,217
2017,UMKC,Wyoming,61,72,219,UMKC,WAC,18,17,-4.42,103.0,198,107.4,225,70.7,58,0.065,34,-1.63,180,103.5,214,105.1,148,0.61,135,127,Wyoming,MWC,23,15,2.78,104.8,163,102.0,111,72.9,14,-0.004,196,-1.08,158,104.1,176,105.2,152,-2.1,217
2017,Coastal Carolina,Wyoming,57,81,207,Coastal Carolina,SB,20,19,-3.56,101.8,220,105.4,190,68.8,128,0.05,56,-1.39,173,103.8,192,105.2,153,1.16,122,127,Wyoming,MWC,23,15,2.78,104.8,163,102.0,111,72.9,14,-0.004,196,-1.08,158,104.1,176,105.2,152,-2.1,217
2017,Coastal Carolina,Wyoming,59,83,207,Coastal Carolina,SB,20,19,-3.56,101.8,220,105.4,190,68.8,128,0.05,56,-1.39,173,103.8,192,105.2,153,1.16,122,127,Wyoming,MWC,23,15,2.78,104.8,163,102.0,111,72.9,14,-0.004,196,-1.08,158,104.1,176,105.2,152,-2.1,217
2017,Fairfield,UMBC,83,88,204,Fairfield,MAAC,16,15,-3.3,99.8,263,103.1,138,69.2,108,0.038,79,-2.85,218,103.8,191,106.7,250,-2.55,229,201,UMBC,AE,21,13,-2.97,107.9,108,110.9,297,71.0,52,0.028999999999999998,100,-6.24,308,101.3,303,107.5,285,-3.41,256
2017,Saint Francis (PA),UMBC,79,87,254,Saint Francis (PA),NEC,17,17,-7.61,102.1,216,109.7,275,70.3,69,-0.001,189,-7.98,326,100.1,329,108.0,310,-1.18,190,201,UMBC,AE,21,13,-2.97,107.9,108,110.9,297,71.0,52,0.028999999999999998,100,-6.24,308,101.3,303,107.5,285,-3.41,256
2017,Liberty,UMBC,68,80,211,Liberty,BSth,21,14,-3.93,99.9,260,103.8,160,62.7,342,0.037000000000000005,84,-6.25,309,102.1,271,108.4,322,2.89,70,201,UMBC,AE,21,13,-2.97,107.9,108,110.9,297,71.0,52,0.028999999999999998,100,-6.24,308,101.3,303,107.5,285,-3.41,256
2017,Texas A&M-Corpus Christi,UMBC,79,61,177,Texas A&M-Corpus Christi,Slnd,24,12,-0.49,102.8,203,103.3,145,68.8,132,0.062,38,-6.0,305,101.8,284,107.8,303,2.4,79,201,UMBC,AE,21,13,-2.97,107.9,108,110.9,297,71.0,52,0.028999999999999998,100,-6.24,308,101.3,303,107.5,285,-3.41,256
2017,Fresno State,TCU,59,66,98,Fresno State,MWC,20,13,6.37,104.6,167,98.2,60,68.5,158,-0.001,190,2.5,92,105.8,94,103.3,107,-2.36,223,29,TCU,B12,24,15,17.51,114.5,37,97.0,50,67.1,230,-0.008,203,11.28,15,110.6,23,99.3,13,-3.16,245
2017,Georgia Tech,TCU,56,88,77,Georgia Tech,ACC,21,16,9.0,100.0,259,91.0,6,68.2,179,0.069,26,8.41,43,110.2,32,101.7,66,-5.28,304,29,TCU,B12,24,15,17.51,114.5,37,97.0,50,67.1,230,-0.008,203,11.28,15,110.6,23,99.3,13,-3.16,245
2017,Richmond,TCU,68,86,92,Richmond,A10,22,13,7.21,110.0,74,102.8,132,68.9,120,0.043,72,2.92,90,105.4,113,102.4,78,-1.89,214,29,TCU,B12,24,15,17.51,114.5,37,97.0,50,67.1,230,-0.008,203,11.28,15,110.6,23,99.3,13,-3.16,245
2017,Georgia State,Texas A&M-Corpus Christi,64,80,131,Georgia State,SB,20,13,2.4,103.9,185,101.5,102,68.6,152,0.013999999999999999,154,-1.27,168,104.3,165,105.6,175,2.23,84,177,Texas A&M-Corpus Christi,Slnd,24,12,-0.49,102.8,203,103.3,145,68.8,132,0.062,38,-6.0,305,101.8,284,107.8,303,2.4,79
2017,St. Peter's,Texas A&M-Corpus Christi,62,61,95,St. Peter's,MAAC,23,13,6.67,102.5,210,95.9,36,61.3,347,-0.024,249,-2.64,209,104.0,179,106.6,247,-2.34,222,177,Texas A&M-Corpus Christi,Slnd,24,12,-0.49,102.8,203,103.3,145,68.8,132,0.062,38,-6.0,305,101.8,284,107.8,303,2.4,79
2017,Weber State,Texas A&M-Corpus Christi,73,82,179,Weber State,BSky,20,14,-0.54,108.5,100,109.0,256,67.0,238,-0.03,257,-4.67,273,103.2,221,107.9,308,1.43,115,177,Texas A&M-Corpus Christi,Slnd,24,12,-0.49,102.8,203,103.3,145,68.8,132,0.062,38,-6.0,305,101.8,284,107.8,303,2.4,79
2017,Purdue-Fort Wayne,Texas A&M-Corpus Christi,62,78,153,Purdue-Fort Wayne,Sum,20,13,0.84,108.8,94,108.0,238,71.6,34,-0.025,251,-3.36,235,105.4,110,108.7,332,-4.33,279,177,Texas A&M-Corpus Christi,Slnd,24,12,-0.49,102.8,203,103.3,145,68.8,132,0.062,38,-6.0,305,101.8,284,107.8,303,2.4,79
2017,Green Bay,UMKC,82,92,190,Green Bay,Horz,18,14,-1.45,102.0,218,103.4,150,74.0,7,0.032,95,-2.88,221,103.9,183,106.8,257,-0.33,162,219,UMKC,WAC,18,17,-4.42,103.0,198,107.4,225,70.7,58,0.065,34,-1.63,180,103.5,214,105.1,148,0.61,135
2017,Hampton,Coastal Carolina,67,83,310,Hampton,MEAC,14,17,-13.54,93.4,333,106.9,215,68.6,144,0.018000000000000002,136,-10.05,341,99.1,337,109.1,337,1.7,106,207,Coastal Carolina,SB,20,19,-3.56,101.8,220,105.4,190,68.8,128,0.05,56,-1.39,173,103.8,192,105.2,153,1.16,122
2017,Loyola (MD),Coastal Carolina,63,72,227,Loyola (MD),Pat,16,17,-5.82,98.4,284,104.2,166,66.2,269,0.067,29,-3.12,227,102.1,272,105.2,157,0.14,148,207,Coastal Carolina,SB,20,19,-3.56,101.8,220,105.4,190,68.8,128,0.05,56,-1.39,173,103.8,192,105.2,153,1.16,122
2017,UIC,Coastal Carolina,78,89,238,UIC,Horz,17,19,-6.4,101.1,236,107.5,226,72.1,25,0.013999999999999999,151,-4.16,253,101.7,287,105.9,200,-5.26,303,207,Coastal Carolina,SB,20,19,-3.56,101.8,220,105.4,190,68.8,128,0.05,56,-1.39,173,103.8,192,105.2,153,1.16,122
2017,Wyoming,Coastal Carolina,81,91,127,Wyoming,MWC,23,15,2.78,104.8,163,102.0,111,72.9,14,-0.004,196,-1.08,158,104.1,176,105.2,152,-2.1,217,207,Coastal Carolina,SB,20,19,-3.56,101.8,220,105.4,190,68.8,128,0.05,56,-1.39,173,103.8,192,105.2,153,1.16,122
2017,Loyola (MD),George Mason,73,58,227,Loyola (MD),Pat,16,17,-5.82,98.4,284,104.2,166,66.2,269,0.067,29,-3.12,227,102.1,272,105.2,157,0.14,148,123,George Mason,A10,20,14,3.14,107.3,120,104.2,164,68.8,131,0.027000000000000003,112,0.53,125,103.5,212,103.0,95,-3.55,259
2017,UNC Greensboro,Syracuse,77,90,121,UNC Greensboro,SC,25,10,3.19,107.7,113,104.5,173,66.9,240,0.11,4,-1.56,179,104.9,139,106.4,232,-1.63,203,55,Syracuse,ACC,19,15,13.31,115.7,30,102.3,119,66.8,243,-0.048,293,7.2,57,108.3,61,101.1,50,-3.21,248
2017,Ole Miss,Syracuse,85,80,74,Ole Miss,SEC,22,14,10.16,111.1,63,100.9,96,71.6,33,0.062,37,7.31,56,107.8,68,100.5,35,-0.73,174,55,Syracuse,ACC,19,15,13.31,115.7,30,102.3,119,66.8,243,-0.048,293,7.2,57,108.3,61,101.1,50,-3.21,248
2017,San Francisco,Rice,76,85,111,San Francisco,WCC,20,13,4.74,102.8,204,98.0,59,69.1,109,0.008,170,-1.24,164,104.0,180,105.2,155,-5.69,314,155,Rice,CUSA,23,12,0.73,107.8,109,107.1,219,72.7,17,-0.027999999999999997,255,-5.44,291,101.2,305,106.7,252,-6.25,324
2017,Utah Valley,Rice,85,79,147,Utah Valley,WAC,17,17,1.25,101.0,240,99.7,75,73.0,13,-0.085,336,-1.13,161,102.6,255,103.8,113,1.42,116,155,Rice,CUSA,23,12,0.73,107.8,109,107.1,219,72.7,17,-0.027999999999999997,255,-5.44,291,101.2,305,106.7,252,-6.25,324
2017,South Dakota,Iowa,75,87,143,South Dakota,Sum,22,12,1.48,104.2,179,102.7,126,70.7,56,0.066,33,-2.62,207,105.4,105,108.1,311,-1.86,211,71,Iowa,B10,19,15,10.48,113.0,43,102.5,123,71.2,44,0.011000000000000001,161,6.95,62,108.0,66,101.1,49,-3.6,263
2017,TCU,Iowa,94,92,29,TCU,B12,24,15,17.51,114.5,37,97.0,50,67.1,230,-0.008,203,11.28,15,110.6,23,99.3,13,-3.16,245,71,Iowa,B10,19,15,10.48,113.0,43,102.5,123,71.2,44,0.011000000000000001,161,6.95,62,108.0,66,101.1,49,-3.6,263
2017,Stephen F. Austin,Idaho,50,73,233,Stephen F. Austin,Slnd,18,15,-6.19,96.7,308,102.9,134,66.3,264,0.04,74,-5.65,295,102.1,274,107.7,298,1.84,100,216,Idaho,BSky,19,14,-4.23,101.8,224,106.0,199,66.5,260,0.031,97,-5.98,303,102.5,260,108.5,327,-1.34,197
2017,Texas-Arlington,BYU,105,89,75,Texas-Arlington,SB,27,9,9.8,110.6,68,100.8,93,70.6,59,0.038,80,-0.01,134,104.0,181,104.0,121,6.3,31,80,BYU,WCC,22,12,8.66,109.1,86,100.5,87,75.6,4,0.006,176,0.24,131,104.2,168,104.0,120,-1.86,212
2017,Toledo,George Washington,69,73,128,Toledo,MAC,17,17,2.69,108.8,93,106.1,203,66.4,263,-0.081,332,-0.96,155,105.0,129,106.0,204,0.52,136,132,George Washington,A10,20,15,2.32,107.7,114,105.3,189,65.8,286,0.067,30,1.38,103,104.4,159,103.0,98,-1.71,207
2017,Utah Valley,Georgia Southern,74,49,147,Utah Valley,WAC,17,17,1.25,101.0,240,99.7,75,73.0,13,-0.085,336,-1.13,161,102.6,255,103.8,113,1.42,116,195,Georgia Southern,SB,18,15,-2.08,105.2,155,107.3,222,68.5,155,0.049,60,-1.26,165,104.6,148,105.9,198,1.82,102
2017,Mount St. Mary's,Villanova,56,76,209,Mount St. Mary's,NEC,20,16,-3.86,99.5,269,103.4,151,66.8,245,0.07400000000000001,20,-4.49,266,102.0,277,106.5,236,11.52,6,2,Villanova,BE,32,4,29.88,122.4,3,92.5,12,64.1,324,0.01,166,9.33,33,109.8,38,100.5,32,3.55,61
2017,Wisconsin,Villanova,65,62,21,Wisconsin,B10,27,10,22.99,115.1,33,92.1,9,63.4,334,-0.003,193,10.0,29,110.6,22,100.6,38,-1.29,193,2,Villanova,BE,32,4,29.88,122.4,3,92.5,12,64.1,324,0.01,166,9.33,33,109.8,38,100.5,32,3.55,61
2017,South Dakota State,Gonzaga,46,66,185,South Dakota State,Sum,18,17,-1.19,110.2,71,111.4,303,67.2,222,0.028999999999999998,101,-0.59,145,104.9,137,105.5,171,1.66,111,1,Gonzaga,WCC,37,2,32.05,118.4,16,86.3,1,70.1,76,0.02,133,2.99,89,106.2,84,103.3,105,1.01,127
2017,Xavier,Gonzaga,59,83,31,Xavier,BE,24,14,16.7,115.7,29,99.0,67,67.2,223,0.044000000000000004,71,11.73,9,111.2,9,99.5,16,5.32,38,1,Gonzaga,WCC,37,2,32.05,118.4,16,86.3,1,70.1,76,0.02,133,2.99,89,106.2,84,103.3,105,1.01,127
2017,Northwestern,Gonzaga,73,79,38,Northwestern,B10,24,12,15.81,111.3,59,95.5,32,65.6,292,0.019,135,8.32,46,109.0,51,100.7,43,-3.23,249,1,Gonzaga,WCC,37,2,32.05,118.4,16,86.3,1,70.1,76,0.02,133,2.99,89,106.2,84,103.3,105,1.01,127
2017,South Carolina,Gonzaga,73,77,24,South Carolina,SEC,26,11,20.8,108.9,91,88.1,3,68.6,145,-0.005,197,10.63,24,110.2,31,99.5,17,1.93,96,1,Gonzaga,WCC,37,2,32.05,118.4,16,86.3,1,70.1,76,0.02,133,2.99,89,106.2,84,103.3,105,1.01,127
2017,West Virginia,Gonzaga,58,61,7,West Virginia,B12,28,9,27.17,116.5,26,89.4,4,69.9,84,-0.043,289,10.84,21,110.1,34,99.2,12,-7.97,340,1,Gonzaga,WCC,37,2,32.05,118.4,16,86.3,1,70.1,76,0.02,133,2.99,89,106.2,84,103.3,105,1.01,127
